"pathway_a","pathway_b","correlation","partial_correlation","p_value","FDR"
"HALLMARK_ADIPOGENESIS","HALLMARK_INFLAMMATORY_RESPONSE",0.277913497073803,-0.0476888424094432,0.123223907764182,0.198356487531043
"HALLMARK_ADIPOGENESIS","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.186753557973021,0.102593307386866,0.00089096801277703,0.0031273232540168
"HALLMARK_ADIPOGENESIS","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.233591714370993,-0.103041472873989,0.000845473045569998,0.00299336555151228
"HALLMARK_ADIPOGENESIS","HALLMARK_KRAS_SIGNALING_DN",0.22867288279754,-0.112610200343956,0.000262967181133363,0.00110320135920675
"HALLMARK_ADIPOGENESIS","HALLMARK_KRAS_SIGNALING_UP",0.340725599276957,0.0442130635359285,0.153025928580276,0.236091640441862
"HALLMARK_ADIPOGENESIS","HALLMARK_MITOTIC_SPINDLE",0.256031368794814,0.0871042131994813,0.00481571701318465,0.0135303975714477
"HALLMARK_ADIPOGENESIS","HALLMARK_MTORC1_SIGNALING",0.45122913792762,-0.106483478192546,0.000561470887379386,0.00209058309130622
"HALLMARK_ADIPOGENESIS","HALLMARK_MYC_TARGETS_V1",0.479078255211571,-0.0353661906148507,0.253121436343049,0.352757405597537
"HALLMARK_ADIPOGENESIS","HALLMARK_MYC_TARGETS_V2",0.41501428960798,0.0799695874989678,0.00966969236061279,0.0241249962153781
"HALLMARK_ADIPOGENESIS","HALLMARK_MYOGENESIS",0.523543064318244,0.121600660377248,8.05571818068074e-05,0.000380665643811352
"HALLMARK_ADIPOGENESIS","HALLMARK_NOTCH_SIGNALING",0.522399662792582,0.0261815853301737,0.397611120348369,0.502307284807055
"HALLMARK_ADIPOGENESIS","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.606882148407315,0.312673992158869,3.71967396108656e-25,1.38078806131243e-23
"HALLMARK_ADIPOGENESIS","HALLMARK_P53_PATHWAY",0.610836634406306,-0.122871037033476,6.76964576756763e-05,0.000326488821467336
"HALLMARK_ADIPOGENESIS","HALLMARK_PANCREAS_BETA_CELLS",0.600209138931116,-0.0350630315537932,0.257214948383896,0.356838405175846
"HALLMARK_ADIPOGENESIS","HALLMARK_PEROXISOME",0.718905696276558,0.0712174868152889,0.0212517501565167,0.0474196610960527
"HALLMARK_ADIPOGENESIS","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.630361344683411,-0.0427128690706974,0.167465190242284,0.254161124081391
"HALLMARK_ADIPOGENESIS","HALLMARK_PROTEIN_SECRETION",0.555489837892219,0.00364361219414153,0.906304641542622,0.934215197673428
"HALLMARK_ADIPOGENESIS","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.766187185682698,0.307926596060883,2.0706586641775e-24,7.24730532462126e-23
"HALLMARK_ADIPOGENESIS","HALLMARK_SPERMATOGENESIS",0.109507816288196,-0.0884174461836751,0.00421272627478379,0.0119735259550119
"HALLMARK_ADIPOGENESIS","HALLMARK_TGF_BETA_SIGNALING",0.552275482122447,-0.0209167867321193,0.499196736471805,0.597767353057635
"HALLMARK_ADIPOGENESIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.411853991039327,-0.0613051060649833,0.0474547390300207,0.0915465437980714
"HALLMARK_ADIPOGENESIS","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.609113227243952,-0.0726357789885372,0.0187998626208944,0.0426544083149356
"HALLMARK_ADIPOGENESIS","HALLMARK_UV_RESPONSE_DN",0.537025710997078,0.205178377909812,2.09380434222575e-11,2.94817278072016e-10
"HALLMARK_ADIPOGENESIS","HALLMARK_UV_RESPONSE_UP",0.649813665646386,0.190602860686039,5.16045426170984e-10,5.90799670149024e-09
"HALLMARK_ADIPOGENESIS","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.540525230184477,-0.00651396750659343,0.833336318383863,0.879273893212948
"HALLMARK_ADIPOGENESIS","HALLMARK_XENOBIOTIC_METABOLISM",0.824807316416179,0.166250996532725,6.36875985664487e-08,5.16670915522515e-07
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE",0.106248260341395,-0.0517670353143198,0.0942553336748167,0.160294052671258
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANGIOGENESIS",0.274879008489084,-0.144303112444473,2.78587692047987e-06,1.76823794175536e-05
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_APICAL_JUNCTION",0.46919155937773,-0.0577406312595643,0.0619340250238565,0.112565549932083
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_APICAL_SURFACE",0.554414551724149,0.0685330374383338,0.0266609495977158,0.0571973086816144
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_APOPTOSIS",0.614060511750695,0.0440976730673252,0.15410183147202,0.23715420044375
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_BILE_ACID_METABOLISM",0.0150283935660888,0.0120193020707943,0.697811371349699,0.768722059265631
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0122752345045927,0.0423518899629421,0.171087464765858,0.258106089086424
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_COAGULATION",0.549369521669559,-0.198130953499907,1.01658871192349e-10,1.32480975755987e-09
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_COMPLEMENT",0.850067239993789,0.257219886977928,2.87233036497322e-17,7.18082591243304e-16
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_DNA_REPAIR",0.0976506452248473,0.0579277240967587,0.0610923215927067,0.111698647688158
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_E2F_TARGETS",0.144674022195356,-0.0520130048044578,0.092699346169383,0.158518579963588
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.339422726788104,0.0980322310536198,0.00150142076508345,0.00490464116593926
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ESTROGEN_RESPONSE_EARLY",-0.060585669977481,0.0455856556513122,0.140661837075126,0.219784120429885
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ESTROGEN_RESPONSE_LATE",0.0960434728373788,0.0196246836645097,0.526079408737987,0.621453496339473
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_FATTY_ACID_METABOLISM",0.10977107211011,0.000527363294866595,0.986408254413905,0.989639731086842
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_G2M_CHECKPOINT",0.140237647581858,0.0632313095270226,0.0408920195192109,0.0807947159855377
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_GLYCOLYSIS",0.244832106547084,-0.0665735339316647,0.0313241471860951,0.0651478443174304
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_HEDGEHOG_SIGNALING",0.27894103576779,-0.0706292044522889,0.0223476614196902,0.0495043132714655
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_HEME_METABOLISM",0.294759270525138,-0.0286714526078557,0.354252890433046,0.460190658303798
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_HYPOXIA",0.414306120758474,-0.0426800750995568,0.167791869035457,0.254161124081391
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_IL2_STAT5_SIGNALING",0.904026961246196,0.374622910705715,3.42230512814049e-36,1.90560171907823e-34
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.912437398332574,-0.0738330804653552,0.0169261061437807,0.0391956144161273
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_INFLAMMATORY_RESPONSE",0.942912733670964,0.250029180868341,2.25920158188867e-16,5.12504062558079e-15
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.581051549557452,-0.582236535993406,5.91498558431084e-96,1.0351224772544e-93
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.763078338613996,0.576076727996717,1.62368793021061e-93,2.48627214313499e-91
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_KRAS_SIGNALING_DN",0.669258274632033,0.104510583038205,0.000710989260167761,0.00255414030412172
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_KRAS_SIGNALING_UP",0.858981850775387,0.226469357070647,1.24215001139278e-13,2.4542480063809e-12
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_MITOTIC_SPINDLE",0.181381349527209,-0.102110486863855,0.00094250937626843,0.00328003973275235
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_MTORC1_SIGNALING",0.114942721743723,-0.0376055643300236,0.22428528980191,0.320420070585838
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_MYC_TARGETS_V1",0.108388626255321,0.100581865462217,0.00112443809469813,0.00384758845252851
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_MYC_TARGETS_V2",0.106156353699531,-0.0823307758004621,0.00772001949690223,0.0199515271808127
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_MYOGENESIS",0.298554266167902,0.0629912990733741,0.0416653922444641,0.0820580474267983
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_NOTCH_SIGNALING",0.303866639181607,-0.137924351649718,7.57641478891305e-06,4.48362710938091e-05
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",-0.0991587799891676,0.0100769821151042,0.744781825926442,0.803131810528073
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_P53_PATHWAY",0.412829888615949,0.0802222502870242,0.00944193513926603,0.0237502475269012
