pathway_a,pathway_b,partial_corr,p_value,jaccard,FDR,weight
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MYC_TARGETS_V2,-0.08528034337163114,0.004763250006700323,0.0192307692307692,0.01285238162600858,0.05225555630120017
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MYOGENESIS,0.04223763919605472,0.16269516834942085,0.0066889632107023,0.24514339634445334,0.024463301203378512
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_NOTCH_SIGNALING,0.14138232660573707,2.6716903661536096e-06,0.0075757575757575,1.661330303826483e-05,0.0744790420907473
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.026324485273433052,0.3843794493022775,0.0,0.4874377074485403,0.013162242636716526
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_P53_PATHWAY,-0.05312230377465911,0.07903935799443351,0.0134680134680134,0.13831887649025865,0.03329515862133625
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_PANCREAS_BETA_CELLS,0.028709368770096704,0.34277747820268856,0.0,0.4457562747327956,0.014354684385048352
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_PEROXISOME,0.05787034420666275,0.05568202319482042,0.0199004975124378,0.10165496037802535,0.038885420859550275
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09206094291030405,0.00230392145990606,0.0098039215686274,0.006800732020204634,0.050932432239465725
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_PROTEIN_SECRETION,-0.01638976693282487,0.58814978278105,0.0207253886010362,0.6714664342094933,0.018557577766930535
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07289923717543188,0.015880780199560875,0.0067114093959731,0.03615976904175106,0.03980532328570249
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SPERMATOGENESIS,-0.016294118181258498,0.5903295611744481,0.0042553191489361,0.673327478993202,0.010274718665097299
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_TGF_BETA_SIGNALING,0.0653770943607777,0.03060024339865741,0.0064935064935064,0.062371544364983905,0.03593530042714205
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.13298713349356595,1.0184165005301561e-05,0.0308219178082191,5.5447120584419606e-05,0.08190452565089253
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.025193940932692508,0.40513467735424746,0.0094339622641509,0.5064183466928093,0.017313951598421702
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_UV_RESPONSE_DN,0.12320042957291313,4.391519434969139e-05,0.0208333333333333,0.0002143271437385337,0.07201688145312321
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_UV_RESPONSE_UP,0.06466790531236105,0.03245770062386109,0.003875968992248,0.06539586063195696,0.034271937152304525
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.07309141599578782,0.015605276806407,0.0,0.03574847041820816,0.03654570799789391
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_XENOBIOTIC_METABOLISM,0.014196838684345476,0.6390290440155728,0.0100671140939597,0.7181748430450244,0.012131976389152588
HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,-0.15262247058746303,3.935285683459494e-07,0.0128755364806866,2.6781805345766e-06,0.08274900353407481
HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_SURFACE,0.03991196291079017,0.18712518321028382,0.0126582278481012,0.27452496938035653,0.026285095379445685
HALLMARK_ANGIOGENESIS,HALLMARK_APOPTOSIS,0.11015050259510947,0.00026198592733835444,0.0260416666666666,0.0010453835862849648,0.06809608463088804
HALLMARK_ANGIOGENESIS,HALLMARK_BILE_ACID_METABOLISM,0.04760513901965451,0.11556512599469489,0.0,0.18578383115945044,0.023802569509827256
HALLMARK_ANGIOGENESIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0017399521274936497,0.9541593833532798,0.0185185185185185,0.9687497274181275,0.010129235323006075
HALLMARK_ANGIOGENESIS,HALLMARK_COAGULATION,-0.13367669981948566,9.151131792723495e-06,0.0235294117647058,5.026967016182189e-05,0.07860305579209573
HALLMARK_ANGIOGENESIS,HALLMARK_COMPLEMENT,-0.04113873011838923,0.17392133962302447,0.0085470085470085,0.2591893443287165,0.024842869332698865
HALLMARK_ANGIOGENESIS,HALLMARK_DNA_REPAIR,-0.03929583405201178,0.19402910290836073,0.0,0.283973298760743,0.01964791702600589
HALLMARK_ANGIOGENESIS,HALLMARK_E2F_TARGETS,-0.016129519418597606,0.5940893395088649,0.0,0.6751015221691646,0.008064759709298803
HALLMARK_ANGIOGENESIS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.7055314856028645,1.6766889662133842e-165,0.0535714285714285,4.107887967222791e-163,0.3795514570871465
