"interaction","name","ScoreAverage","selected","shared interaction","shared name"
"EBI-2676954","Q13098 (EBI-2676954) Q92905",,"false","EBI-2676954","Q13098 (EBI-2676954) Q92905"
"EBI-1066348","Q9BRX2 (EBI-1066348) Q9P035",,"false","EBI-1066348","Q9BRX2 (EBI-1066348) Q9P035"
"EBI-1084901","P28288 (EBI-1084901) O00264",,"false","EBI-1084901","P28288 (EBI-1084901) O00264"
"EBI-1071512","P28288 (EBI-1071512) Q9BRX2",,"false","EBI-1071512","P28288 (EBI-1071512) Q9BRX2"
"EBI-1076092","P28288 (EBI-1076092) Q9BUV8",,"false","EBI-1076092","P28288 (EBI-1076092) Q9BUV8"
"EBI-2691937","Q13951 (EBI-2691937) P05067",,"false","EBI-2691937","Q13951 (EBI-2691937) P05067"
"EBI-1080338","O00264 (EBI-1080338) P29372",,"false","EBI-1080338","O00264 (EBI-1080338) P29372"
"EBI-2637822","Q9H1A4 (EBI-2637822) Q9UJX6",,"false","EBI-2637822","Q9H1A4 (EBI-2637822) Q9UJX6"
"EBI-2693615","Q12904 (EBI-2693615) P54136",,"false","EBI-2693615","Q12904 (EBI-2693615) P54136"
"EBI-2693615","Q12904 (EBI-2693615) Q15046",,"false","EBI-2693615","Q12904 (EBI-2693615) Q15046"
"EBI-2683704","P54136 (EBI-2683704) Q13951",,"false","EBI-2683704","P54136 (EBI-2683704) Q13951"
"EBI-2679498","P54136 (EBI-2679498) P07814",,"false","EBI-2679498","P54136 (EBI-2679498) P07814"
"EBI-1074835","Q9ULX6 (EBI-1074835) O76071",,"false","EBI-1074835","Q9ULX6 (EBI-1074835) O76071"
"EBI-1074329","Q9ULX6 (EBI-1074329) Q9Y5V3",,"false","EBI-1074329","Q9ULX6 (EBI-1074329) Q9Y5V3"
"EBI-6162437","Q9UK99 (EBI-6162437) P63208",,"false","EBI-6162437","Q9UK99 (EBI-6162437) P63208"
"EBI-1551255","P63208 (EBI-1551255) Q13616",,"false","EBI-1551255","P63208 (EBI-1551255) Q13616"
"EBI-2322999","P63208 (EBI-2322999) Q9Y297",,"false","EBI-2322999","P63208 (EBI-2322999) Q9Y297"
"EBI-3197899","Q13501 (EBI-3197899) Q9NX00",,"false","EBI-3197899","Q13501 (EBI-3197899) Q9NX00"
"EBI-3197899","Q13501 (EBI-3197899) Q92896",,"false","EBI-3197899","Q13501 (EBI-3197899) Q92896"
"EBI-3197899","Q13501 (EBI-3197899) P58107",,"false","EBI-3197899","Q13501 (EBI-3197899) P58107"
"EBI-3197899","Q13501 (EBI-3197899) P82933",,"false","EBI-3197899","Q13501 (EBI-3197899) P82933"
"EBI-3197899","Q13501 (EBI-3197899) P55084",,"false","EBI-3197899","Q13501 (EBI-3197899) P55084"
"EBI-3197899","Q13501 (EBI-3197899) Q9P035",,"false","EBI-3197899","Q13501 (EBI-3197899) Q9P035"
"EBI-3197899","Q13501 (EBI-3197899) P40939",,"false","EBI-3197899","Q13501 (EBI-3197899) P40939"
"EBI-1077403","Q9P035 (EBI-1077403) Q9BUV8",,"false","EBI-1077403","Q9P035 (EBI-1077403) Q9BUV8"
"EBI-3505154","Q9BZK7 (EBI-3505154) O75376",,"false","EBI-3505154","Q9BZK7 (EBI-3505154) O75376"
"EBI-3505154","Q9BZK7 (EBI-3505154) Q13227",,"false","EBI-3505154","Q9BZK7 (EBI-3505154) Q13227"
"EBI-3505154","Q9BZK7 (EBI-3505154) O15379",,"false","EBI-3505154","Q9BZK7 (EBI-3505154) O15379"
"EBI-731656","P46379 (EBI-731656) P07858",,"false","EBI-731656","P46379 (EBI-731656) P07858"
"EBI-3934056","P46379 (EBI-3934056) P48723",,"false","EBI-3934056","P46379 (EBI-3934056) P48723"
"EBI-1082129","P46379 (EBI-1082129) O76071",,"false","EBI-1082129","P46379 (EBI-1082129) O76071"
"EBI-731713","P46379 (EBI-731713) Q9UBS4",,"false","EBI-731713","P46379 (EBI-731713) Q9UBS4"
"EBI-730831","P46379 (EBI-730831) Q16637",,"false","EBI-730831","P46379 (EBI-730831) Q16637"
"EBI-1061346","P46379 (EBI-1061346) Q9Y5V3",,"false","EBI-1061346","P46379 (EBI-1061346) Q9Y5V3"
"EBI-1075883","Q9UBB4 (EBI-1075883) Q9Y5V3",,"false","EBI-1075883","Q9UBB4 (EBI-1075883) Q9Y5V3"
"EBI-1061278","Q9UBB4 (EBI-1061278) Q9BUV8",,"false","EBI-1061278","Q9UBB4 (EBI-1061278) Q9BUV8"
"EBI-1079000","Q9UBB4 (EBI-1079000) Q99623",,"false","EBI-1079000","Q9UBB4 (EBI-1079000) Q99623"
"EBI-3943410","Q8NFF5 (EBI-3943410) P57678",,"false","EBI-3943410","Q8NFF5 (EBI-3943410) P57678"
"EBI-2511298","P51784 (EBI-2511298) Q9Y6Y0",,"false","EBI-2511298","P51784 (EBI-2511298) Q9Y6Y0"
"EBI-2511298","P51784 (EBI-2511298) P61619",,"false","EBI-2511298","P51784 (EBI-2511298) P61619"
"EBI-2511298","P51784 (EBI-2511298) Q5T9A4",,"false","EBI-2511298","P51784 (EBI-2511298) Q5T9A4"
"EBI-1081912","P51784 (EBI-1081912) O76071",,"false","EBI-1081912","P51784 (EBI-1081912) O76071"
"EBI-6598922","P57678 (EBI-6598922) Q16637",,"false","EBI-6598922","P57678 (EBI-6598922) Q16637"
"EBI-6598922","P57678 (EBI-6598922) Q9UHI6",,"false","EBI-6598922","P57678 (EBI-6598922) Q9UHI6"
"EBI-3939873","P57678 (EBI-3939873) Q13501",,"false","EBI-3939873","P57678 (EBI-3939873) Q13501"
"EBI-1077423","P29372 (EBI-1077423) P29372",,"false","EBI-1077423","P29372 (EBI-1077423) P29372"
"EBI-985269","P35232 (EBI-985269) O14980",,"false","EBI-985269","P35232 (EBI-985269) O14980"
"EBI-366642","P55884 (EBI-366642) Q13347",,"false","EBI-366642","P55884 (EBI-366642) Q13347"
"EBI-366692","P55884 (EBI-366692) Q13347",,"false","EBI-366692","P55884 (EBI-366692) Q13347"
"EBI-1394634","P55884 (EBI-1394634) Q14152",,"false","EBI-1394634","P55884 (EBI-1394634) Q14152"
"EBI-1394862","P55884 (EBI-1394862) Q14152",,"false","EBI-1394862","P55884 (EBI-1394862) Q14152"
"EBI-1395516","P55884 (EBI-1395516) Q14152",,"false","EBI-1395516","P55884 (EBI-1395516) Q14152"
"EBI-4324092","Q9UHB7 (EBI-4324092) Q03111",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) Q03111"
"EBI-2610308","Q9UHB7 (EBI-2610308) Q03111",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) Q03111"
"EBI-2610308","Q9UHB7 (EBI-2610308) O60563",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) O60563"
"EBI-366692","P55884 (EBI-366692) O75821",,"false","EBI-366692","P55884 (EBI-366692) O75821"
"EBI-2610867","Q9UHB7 (EBI-2610867) O60563",,"false","EBI-2610867","Q9UHB7 (EBI-2610867) O60563"
"EBI-366642","P55884 (EBI-366642) O75821",,"false","EBI-366642","P55884 (EBI-366642) O75821"
"EBI-4324092","Q9UHB7 (EBI-4324092) P51825",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) P51825"
"EBI-2610308","Q9UHB7 (EBI-2610308) P51825",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) P51825"
"EBI-2610867","Q9UHB7 (EBI-2610867) P50750",,"false","EBI-2610867","Q9UHB7 (EBI-2610867) P50750"
"EBI-4324092","Q9UHB7 (EBI-4324092) O60563",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) O60563"
"EBI-2619975","Q9UHB7 (EBI-2619975) O60563",,"false","EBI-2619975","Q9UHB7 (EBI-2619975) O60563"
"EBI-4324092","Q9UHB7 (EBI-4324092) P50750",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) P50750"
"EBI-2619090","Q9UHB7 (EBI-2619090) P50750",,"false","EBI-2619090","Q9UHB7 (EBI-2619090) P50750"
"EBI-2610308","Q9UHB7 (EBI-2610308) P50750",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) P50750"
"EBI-3245320","Q9C0C7 (EBI-3245320) Q9C0C7",,"false","EBI-3245320","Q9C0C7 (EBI-3245320) Q9C0C7"
"EBI-6256156","P50750 (EBI-6256156) O60563",,"false","EBI-6256156","P50750 (EBI-6256156) O60563"
"EBI-6380688","P50750 (EBI-6380688) O60563",,"false","EBI-6380688","P50750 (EBI-6380688) O60563"
"EBI-4324121","P50750 (EBI-4324121) O60563",,"false","EBI-4324121","P50750 (EBI-4324121) O60563"
"EBI-6256156","P50750 (EBI-6256156) Q9UHB7",,"false","EBI-6256156","P50750 (EBI-6256156) Q9UHB7"
"EBI-6380688","P50750 (EBI-6380688) Q9UHB7",,"false","EBI-6380688","P50750 (EBI-6380688) Q9UHB7"
"EBI-4324121","P50750 (EBI-4324121) Q9UHB7",,"false","EBI-4324121","P50750 (EBI-4324121) Q9UHB7"
"EBI-2614664","P50750 (EBI-2614664) O60563",,"false","EBI-2614664","P50750 (EBI-2614664) O60563"
"EBI-6256156","P50750 (EBI-6256156) P51825",,"false","EBI-6256156","P50750 (EBI-6256156) P51825"
"EBI-6380688","P50750 (EBI-6380688) P51825",,"false","EBI-6380688","P50750 (EBI-6380688) P51825"
"EBI-4324121","P50750 (EBI-4324121) P51825",,"false","EBI-4324121","P50750 (EBI-4324121) P51825"
"EBI-375407","P33993 (EBI-375407) P33991",,"false","EBI-375407","P33993 (EBI-375407) P33991"
"EBI-6894398","P33993 (EBI-6894398) P33991",,"false","EBI-6894398","P33993 (EBI-6894398) P33991"
"EBI-6256156","P50750 (EBI-6256156) Q03111",,"false","EBI-6256156","P50750 (EBI-6256156) Q03111"
"EBI-6380688","P50750 (EBI-6380688) Q03111",,"false","EBI-6380688","P50750 (EBI-6380688) Q03111"
"EBI-4324121","P50750 (EBI-4324121) Q03111",,"false","EBI-4324121","P50750 (EBI-4324121) Q03111"
"EBI-1004735","P33993 (EBI-1004735) Q14566",,"false","EBI-1004735","P33993 (EBI-1004735) Q14566"
"EBI-2614664","P50750 (EBI-2614664) P51825",,"false","EBI-2614664","P50750 (EBI-2614664) P51825"
"EBI-6256156","P50750 (EBI-6256156) Q4G0J3",,"false","EBI-6256156","P50750 (EBI-6256156) Q4G0J3"
"EBI-6380688","P50750 (EBI-6380688) Q7L2J0",,"false","EBI-6380688","P50750 (EBI-6380688) Q7L2J0"
"EBI-735489","P61289 (EBI-735489) P61289",,"false","EBI-735489","P61289 (EBI-735489) P61289"
"EBI-757516","P61289 (EBI-757516) P61289",,"false","EBI-757516","P61289 (EBI-757516) P61289"
"EBI-6597882","O15379 (EBI-6597882) Q9BZK7",,"false","EBI-6597882","O15379 (EBI-6597882) Q9BZK7"
"EBI-3505104","O15379 (EBI-3505104) Q13227",,"false","EBI-3505104","O15379 (EBI-3505104) Q13227"
"EBI-3505104","O15379 (EBI-3505104) Q9BZK7",,"false","EBI-3505104","O15379 (EBI-3505104) Q9BZK7"
"EBI-6597882","O15379 (EBI-6597882) O75376",,"false","EBI-6597882","O15379 (EBI-6597882) O75376"
"EBI-6894415","P33993 (EBI-6894415) P33991",,"false","EBI-6894415","P33993 (EBI-6894415) P33991"
"EBI-6894407","P33993 (EBI-6894407) P33991",,"false","EBI-6894407","P33993 (EBI-6894407) P33991"
"EBI-6868809","P33993 (EBI-6868809) P33991",,"false","EBI-6868809","P33993 (EBI-6868809) P33991"
"EBI-6870086","P33993 (EBI-6870086) P33991",,"false","EBI-6870086","P33993 (EBI-6870086) P33991"
"EBI-6875195","P33993 (EBI-6875195) P33993",,"false","EBI-6875195","P33993 (EBI-6875195) P33993"
"EBI-6875195","P33993 (EBI-6875195) P33991",,"false","EBI-6875195","P33993 (EBI-6875195) P33991"
"EBI-2626054","Q16637 (EBI-2626054) P57678",,"false","EBI-2626054","Q16637 (EBI-2626054) P57678"
"EBI-6598898","Q16637 (EBI-6598898) P57678",,"false","EBI-6598898","Q16637 (EBI-6598898) P57678"
"EBI-4326045","Q16637 (EBI-4326045) O14893",,"false","EBI-4326045","Q16637 (EBI-4326045) O14893"
"EBI-4325673","Q16637 (EBI-4325673) O14893",,"false","EBI-4325673","Q16637 (EBI-4325673) O14893"
"EBI-4326031","Q16637 (EBI-4326031) O14893",,"false","EBI-4326031","Q16637 (EBI-4326031) O14893"
"EBI-4325667","Q16637 (EBI-4325667) O14893",,"false","EBI-4325667","Q16637 (EBI-4325667) O14893"
"EBI-4325694","Q16637 (EBI-4325694) O14893",,"false","EBI-4325694","Q16637 (EBI-4325694) O14893"
"EBI-760456","Q16637 (EBI-760456) Q16637",,"false","EBI-760456","Q16637 (EBI-760456) Q16637"
"EBI-2626054","Q16637 (EBI-2626054) Q16637",,"false","EBI-2626054","Q16637 (EBI-2626054) Q16637"
"EBI-2108237","P05067 (EBI-2108237) O75955",,"false","EBI-2108237","P05067 (EBI-2108237) O75955"
"EBI-2108253","P05067 (EBI-2108253) O75955",,"false","EBI-2108253","P05067 (EBI-2108253) O75955"
"EBI-2431988","P05067 (EBI-2431988) P30101",,"false","EBI-2431988","P05067 (EBI-2431988) P30101"
"EBI-2432907","P05067 (EBI-2432907) P30101",,"false","EBI-2432907","P05067 (EBI-2432907) P30101"
"EBI-960318","P05067 (EBI-960318) P63104",,"false","EBI-960318","P05067 (EBI-960318) P63104"
"EBI-977478","P05067 (EBI-977478) P05067",,"false","EBI-977478","P05067 (EBI-977478) P05067"
"EBI-3942157","Q07065 (EBI-3942157) Q07065",,"false","EBI-3942157","Q07065 (EBI-3942157) Q07065"
"EBI-2610876","Q03111 (EBI-2610876) P50750",,"false","EBI-2610876","Q03111 (EBI-2610876) P50750"
"EBI-2620224","Q03111 (EBI-2620224) Q9UHB7",,"false","EBI-2620224","Q03111 (EBI-2620224) Q9UHB7"
"EBI-1228391","Q8N163 (EBI-1228391) P33993",,"false","EBI-1228391","Q8N163 (EBI-1228391) P33993"
"EBI-2619620","Q03111 (EBI-2619620) Q9UHB7",,"false","EBI-2619620","Q03111 (EBI-2619620) Q9UHB7"
"EBI-2619634","Q03111 (EBI-2619634) Q9UHB7",,"false","EBI-2619634","Q03111 (EBI-2619634) Q9UHB7"
"EBI-2610876","Q03111 (EBI-2610876) Q9UHB7",,"false","EBI-2610876","Q03111 (EBI-2610876) Q9UHB7"
"EBI-2619177","Q03111 (EBI-2619177) Q9UHB7",,"false","EBI-2619177","Q03111 (EBI-2619177) Q9UHB7"
"EBI-2510150","Q92905 (EBI-2510150) Q99627",,"false","EBI-2510150","Q92905 (EBI-2510150) Q99627"
"EBI-8822265","Q96R06 (EBI-8822265) Q13283",,"false","EBI-8822265","Q96R06 (EBI-8822265) Q13283"
"EBI-2510150","Q92905 (EBI-2510150) Q13619",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13619"
"EBI-2510150","Q92905 (EBI-2510150) P61201",,"false","EBI-2510150","Q92905 (EBI-2510150) P61201"
"EBI-2510150","Q92905 (EBI-2510150) Q13098",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13098"
"EBI-2659578","Q92905 (EBI-2659578) Q13098",,"false","EBI-2659578","Q92905 (EBI-2659578) Q13098"
"EBI-2659578","Q92905 (EBI-2659578) Q9BT78",,"false","EBI-2659578","Q92905 (EBI-2659578) Q9BT78"
"EBI-2510150","Q92905 (EBI-2510150) Q9Y4B6",,"false","EBI-2510150","Q92905 (EBI-2510150) Q9Y4B6"
"EBI-2510150","Q92905 (EBI-2510150) Q9UNS2",,"false","EBI-2510150","Q92905 (EBI-2510150) Q9UNS2"
"EBI-2510150","Q92905 (EBI-2510150) Q7L5N1",,"false","EBI-2510150","Q92905 (EBI-2510150) Q7L5N1"
"EBI-2659663","Q92905 (EBI-2659663) Q13617",,"false","EBI-2659663","Q92905 (EBI-2659663) Q13617"
"EBI-2659663","Q92905 (EBI-2659663) Q13616",,"false","EBI-2659663","Q92905 (EBI-2659663) Q13616"
"EBI-2659578","Q92905 (EBI-2659578) Q7L5N1",,"false","EBI-2659578","Q92905 (EBI-2659578) Q7L5N1"
"EBI-6146311","Q16537 (EBI-6146311) Q16537",,"false","EBI-6146311","Q16537 (EBI-6146311) Q16537"
"EBI-2108196","O75955 (EBI-2108196) P05067",,"false","EBI-2108196","O75955 (EBI-2108196) P05067"
"EBI-2108226","O75955 (EBI-2108226) P05067",,"false","EBI-2108226","O75955 (EBI-2108226) P05067"
"EBI-2510262","Q7L5N1 (EBI-2510262) Q13098",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q13098"
"EBI-6171008","O94901 (EBI-6171008) O94901",,"false","EBI-6171008","O94901 (EBI-6171008) O94901"
"EBI-2465346","O75376 (EBI-2465346) O15379",,"false","EBI-2465346","O75376 (EBI-2465346) O15379"
"EBI-6598898","Q16637 (EBI-6598898) Q9UHI6",,"false","EBI-6598898","Q16637 (EBI-6598898) Q9UHI6"
"EBI-2626054","Q16637 (EBI-2626054) O14893",,"false","EBI-2626054","Q16637 (EBI-2626054) O14893"
"EBI-2626054","Q16637 (EBI-2626054) Q9UHI6",,"false","EBI-2626054","Q16637 (EBI-2626054) Q9UHI6"
"EBI-2693628","Q12904 (EBI-2693628) P54136",,"false","EBI-2693628","Q12904 (EBI-2693628) P54136"
"EBI-2693628","Q12904 (EBI-2693628) Q15046",,"false","EBI-2693628","Q12904 (EBI-2693628) Q15046"
"EBI-2693647","P54136 (EBI-2693647) Q9P2J5",,"false","EBI-2693647","P54136 (EBI-2693647) Q9P2J5"
"EBI-2693639","P54136 (EBI-2693639) Q9P2J5",,"false","EBI-2693639","P54136 (EBI-2693639) Q9P2J5"
"EBI-2323130","P63208 (EBI-2323130) Q9UKB1",,"false","EBI-2323130","P63208 (EBI-2323130) Q9UKB1"
"EBI-756523","O60232 (EBI-756523) O60232",,"false","EBI-756523","O60232 (EBI-756523) O60232"
"EBI-3203924","Q9Y3P9 (EBI-3203924) Q9Y3P9",,"false","EBI-3203924","Q9Y3P9 (EBI-3203924) Q9Y3P9"
"EBI-755914","Q8NFF5 (EBI-755914) Q8NFF5",,"false","EBI-755914","Q8NFF5 (EBI-755914) Q8NFF5"
"EBI-1165514","P68431 (EBI-1165514) Q13112",,"false","EBI-1165514","P68431 (EBI-1165514) Q13112"
"EBI-301276","Q15370 (EBI-301276) Q15369",,"false","EBI-301276","Q15370 (EBI-301276) Q15369"
"EBI-2349080","P68431 (EBI-2349080) Q13112",,"false","EBI-2349080","P68431 (EBI-2349080) Q13112"
"EBI-398510","Q15370 (EBI-398510) Q15369",,"false","EBI-398510","Q15370 (EBI-398510) Q15369"
"EBI-8837421","Q15370 (EBI-8837421) Q15369",,"false","EBI-8837421","Q15370 (EBI-8837421) Q15369"
"EBI-760396","Q15370 (EBI-760396) Q15369",,"false","EBI-760396","Q15370 (EBI-760396) Q15369"
"EBI-8837569","Q15370 (EBI-8837569) Q15369",,"false","EBI-8837569","Q15370 (EBI-8837569) Q15369"
"EBI-2108012","O14893 (EBI-2108012) Q16637",,"false","EBI-2108012","O14893 (EBI-2108012) Q16637"
"EBI-4325746","O14893 (EBI-4325746) Q16637",,"false","EBI-4325746","O14893 (EBI-4325746) Q16637"
"EBI-4325704","O14893 (EBI-4325704) Q16637",,"false","EBI-4325704","O14893 (EBI-4325704) Q16637"
"EBI-2527634","P26038 (EBI-2527634) O14745",,"false","EBI-2527634","P26038 (EBI-2527634) O14745"
"EBI-595260","Q13616 (EBI-595260) P63208",,"false","EBI-595260","Q13616 (EBI-595260) P63208"
"EBI-456350","Q13616 (EBI-456350) P63208",,"false","EBI-456350","Q13616 (EBI-456350) P63208"
"EBI-528781","P26038 (EBI-528781) O14745",,"false","EBI-528781","P26038 (EBI-528781) O14745"
"EBI-2527706","P26038 (EBI-2527706) O14745",,"false","EBI-2527706","P26038 (EBI-2527706) O14745"
"EBI-456255","Q13616 (EBI-456255) Q9Y297",,"false","EBI-456255","Q13616 (EBI-456255) Q9Y297"
"EBI-456255","Q13616 (EBI-456255) P63208",,"false","EBI-456255","Q13616 (EBI-456255) P63208"
"EBI-2507455","Q13616 (EBI-2507455) P63208",,"false","EBI-2507455","Q13616 (EBI-2507455) P63208"
"EBI-3450084","P49792 (EBI-3450084) P49792",,"false","EBI-3450084","P49792 (EBI-3450084) P49792"
"EBI-2507455","Q13616 (EBI-2507455) Q9Y297",,"false","EBI-2507455","Q13616 (EBI-2507455) Q9Y297"
"EBI-1177688","Q13619 (EBI-1177688) Q16531",,"false","EBI-1177688","Q13619 (EBI-1177688) Q16531"
"EBI-730168","Q99873 (EBI-730168) Q99873",,"false","EBI-730168","Q99873 (EBI-730168) Q99873"
"EBI-528793","P26038 (EBI-528793) O14745",,"false","EBI-528793","P26038 (EBI-528793) O14745"
"EBI-297464","P62993 (EBI-297464) P62993",,"false","EBI-297464","P62993 (EBI-297464) P62993"
"EBI-350217","P62993 (EBI-350217) P62993",,"false","EBI-350217","P62993 (EBI-350217) P62993"
"EBI-6172641","P62993 (EBI-6172641) P62993",,"false","EBI-6172641","P62993 (EBI-6172641) P62993"
"EBI-6172942","P62993 (EBI-6172942) P62993",,"false","EBI-6172942","P62993 (EBI-6172942) P62993"
"EBI-297464","P62993 (EBI-297464) P68431",,"false","EBI-297464","P62993 (EBI-297464) P68431"
"EBI-364099","Q9NYJ8 (EBI-364099) Q9NYJ8",,"false","EBI-364099","Q9NYJ8 (EBI-364099) Q9NYJ8"
"EBI-2615054","P62993 (EBI-2615054) P14868",,"false","EBI-2615054","P62993 (EBI-2615054) P14868"
"EBI-3197899","Q13501 (EBI-3197899) Q13501",,"false","EBI-3197899","Q13501 (EBI-3197899) Q13501"
"EBI-350217","P62993 (EBI-350217) P58107",,"false","EBI-350217","P62993 (EBI-350217) P58107"
"EBI-733385","Q13501 (EBI-733385) Q13501",,"false","EBI-733385","Q13501 (EBI-733385) Q13501"
"EBI-350217","P62993 (EBI-350217) Q2TAY7",,"false","EBI-350217","P62993 (EBI-350217) Q2TAY7"
"EBI-3453005","P62258 (EBI-3453005) P62258",,"false","EBI-3453005","P62258 (EBI-3453005) P62258"
"EBI-3253145","Q9BW61 (EBI-3253145) Q9C0C7",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q9C0C7"
"EBI-3253145","Q9BW61 (EBI-3253145) Q9BW61",,"false","EBI-3253145","Q9BW61 (EBI-3253145) Q9BW61"
"EBI-759688","O95197 (EBI-759688) O95197",,"false","EBI-759688","O95197 (EBI-759688) O95197"
"EBI-6162373","Q9Y297 (EBI-6162373) P63208",,"false","EBI-6162373","Q9Y297 (EBI-6162373) P63208"
"EBI-914716","Q9Y297 (EBI-914716) P63208",,"false","EBI-914716","Q9Y297 (EBI-914716) P63208"
"EBI-456337","Q9Y297 (EBI-456337) Q13616",,"false","EBI-456337","Q9Y297 (EBI-456337) Q13616"
"EBI-456337","Q9Y297 (EBI-456337) P63208",,"false","EBI-456337","Q9Y297 (EBI-456337) P63208"
"EBI-2514141","Q9Y297 (EBI-2514141) Q9UKB1",,"false","EBI-2514141","Q9Y297 (EBI-2514141) Q9UKB1"
"EBI-3951004","P63104 (EBI-3951004) P62258",,"false","EBI-3951004","P63104 (EBI-3951004) P62258"
"EBI-81008","P28288 (EBI-81008) P28288",,"false","EBI-81008","P28288 (EBI-81008) P28288"
"EBI-2615301","P51825 (EBI-2615301) P50750",,"false","EBI-2615301","P51825 (EBI-2615301) P50750"
"EBI-2619073","P51825 (EBI-2619073) P50750",,"false","EBI-2619073","P51825 (EBI-2619073) P50750"
"EBI-2614786","P51825 (EBI-2614786) P50750",,"false","EBI-2614786","P51825 (EBI-2614786) P50750"
"EBI-2614890","P51825 (EBI-2614890) P50750",,"false","EBI-2614890","P51825 (EBI-2614890) P50750"
"EBI-2619832","P51825 (EBI-2619832) P50750",,"false","EBI-2619832","P51825 (EBI-2619832) P50750"
"EBI-2660609","Q13098 (EBI-2660609) Q92905",,"false","EBI-2660609","Q13098 (EBI-2660609) Q92905"
"EBI-2676954","Q13098 (EBI-2676954) Q7L5N1",,"false","EBI-2676954","Q13098 (EBI-2676954) Q7L5N1"
"EBI-2676954","Q13098 (EBI-2676954) Q99627",,"false","EBI-2676954","Q13098 (EBI-2676954) Q99627"
"EBI-2660609","Q13098 (EBI-2660609) Q9UNS2",,"false","EBI-2660609","Q13098 (EBI-2660609) Q9UNS2"
"EBI-2660609","Q13098 (EBI-2660609) Q9BT78",,"false","EBI-2660609","Q13098 (EBI-2660609) Q9BT78"
"EBI-2660609","Q13098 (EBI-2660609) P61201",,"false","EBI-2660609","Q13098 (EBI-2660609) P61201"
"EBI-2127728","Q9Y3F4 (EBI-2127728) Q9Y3F4",,"false","EBI-2127728","Q9Y3F4 (EBI-2127728) Q9Y3F4"
"EBI-2606697","P24539 (EBI-2606697) P06576",,"false","EBI-2606697","P24539 (EBI-2606697) P06576"
"EBI-2606697","P24539 (EBI-2606697) P30049",,"false","EBI-2606697","P24539 (EBI-2606697) P30049"
"EBI-2606697","P24539 (EBI-2606697) P18859",,"false","EBI-2606697","P24539 (EBI-2606697) P18859"
"EBI-2606697","P24539 (EBI-2606697) O75947",,"false","EBI-2606697","P24539 (EBI-2606697) O75947"
"EBI-2619832","P51825 (EBI-2619832) O60563",,"false","EBI-2619832","P51825 (EBI-2619832) O60563"
"EBI-2619925","P51825 (EBI-2619925) O60563",,"false","EBI-2619925","P51825 (EBI-2619925) O60563"
"EBI-2610858","P51825 (EBI-2610858) P50750",,"false","EBI-2610858","P51825 (EBI-2610858) P50750"
"EBI-2614890","P51825 (EBI-2614890) O60563",,"false","EBI-2614890","P51825 (EBI-2614890) O60563"
"EBI-2614786","P51825 (EBI-2614786) O60563",,"false","EBI-2614786","P51825 (EBI-2614786) O60563"
"EBI-1164319","P43246 (EBI-1164319) P43246",,"false","EBI-1164319","P43246 (EBI-1164319) P43246"
"EBI-2619073","P51825 (EBI-2619073) O60563",,"false","EBI-2619073","P51825 (EBI-2619073) O60563"
"EBI-2615301","P51825 (EBI-2615301) O60563",,"false","EBI-2615301","P51825 (EBI-2615301) O60563"
"EBI-2619832","P51825 (EBI-2619832) Q9UHB7",,"false","EBI-2619832","P51825 (EBI-2619832) Q9UHB7"
"EBI-2615301","P51825 (EBI-2615301) Q9UHB7",,"false","EBI-2615301","P51825 (EBI-2615301) Q9UHB7"
"EBI-2610858","P51825 (EBI-2610858) O60563",,"false","EBI-2610858","P51825 (EBI-2610858) O60563"
"EBI-2610858","P51825 (EBI-2610858) Q9UHB7",,"false","EBI-2610858","P51825 (EBI-2610858) Q9UHB7"
"EBI-2610179","P51825 (EBI-2610179) Q9UHB7",,"false","EBI-2610179","P51825 (EBI-2610179) Q9UHB7"
"EBI-2614890","P51825 (EBI-2614890) Q9UHB7",,"false","EBI-2614890","P51825 (EBI-2614890) Q9UHB7"
"EBI-2614786","P51825 (EBI-2614786) Q03111",,"false","EBI-2614786","P51825 (EBI-2614786) Q03111"
"EBI-1060890","Q14978 (EBI-1060890) P32121",,"false","EBI-1060890","Q14978 (EBI-1060890) P32121"
"EBI-2614890","P51825 (EBI-2614890) Q03111",,"false","EBI-2614890","P51825 (EBI-2614890) Q03111"
"EBI-2615301","P51825 (EBI-2615301) Q03111",,"false","EBI-2615301","P51825 (EBI-2615301) Q03111"
"EBI-2619832","P51825 (EBI-2619832) Q03111",,"false","EBI-2619832","P51825 (EBI-2619832) Q03111"
"EBI-1074591","Q14978 (EBI-1074591) P61981",,"false","EBI-1074591","Q14978 (EBI-1074591) P61981"
"EBI-2610179","P51825 (EBI-2610179) Q03111",,"false","EBI-2610179","P51825 (EBI-2610179) Q03111"
"EBI-760429","Q14566 (EBI-760429) Q14566",,"false","EBI-760429","Q14566 (EBI-760429) Q14566"
