"interaction","name","ScoreAverage","selected","shared interaction","shared name"
"pp","MA (pp) Q86SQ7","0.391","false","pp","MA (pp) Q86SQ7"
"pp","MA (pp) O00560","0.416","false","pp","MA (pp) O00560"
"pp","MA (pp) Q14978","0.404","false","pp","MA (pp) Q14978"
"pp","MA (pp) Q96I59","0.749","false","pp","MA (pp) Q96I59"
"pp","MA (pp) Q13155","0.711","false","pp","MA (pp) Q13155"
"pp","MA (pp) P26639","0.793","false","pp","MA (pp) P26639"
"pp","MA (pp) P41252","0.788","false","pp","MA (pp) P41252"
"pp","MA (pp) Q9P2J5","0.804","false","pp","MA (pp) Q9P2J5"
"pp","MA (pp) P47897","0.802","false","pp","MA (pp) P47897"
"pp","MA (pp) P56192","0.815","false","pp","MA (pp) P56192"
"pp","MA (pp) Q15046","0.807","false","pp","MA (pp) Q15046"
"pp","MA (pp) Q12904","0.829","false","pp","MA (pp) Q12904"
"pp","MA (pp) P49590","0.815","false","pp","MA (pp) P49590"
"pp","MA (pp) P14868","0.832","false","pp","MA (pp) P14868"
"pp","MA (pp) P54136","0.829","false","pp","MA (pp) P54136"
"pp","MA (pp) Q9HD40","0.846","false","pp","MA (pp) Q9HD40"
"pp","MA (pp) O43324","0.836","false","pp","MA (pp) O43324"
"pp","MA (pp) P07814","0.874","false","pp","MA (pp) P07814"
"pp","MA (pp) Q9NTK5","0.865","false","pp","MA (pp) Q9NTK5"
"pp","MA (pp) 28876542","0.916","false","pp","MA (pp) 28876542"
"pp","CA (pp) 19172948","0.917","false","pp","CA (pp) 19172948"
"pp","GAG (pp) Q96I25","0.382","false","pp","GAG (pp) Q96I25"
"pp","GAG (pp) Q9NTK5","0.389","false","pp","GAG (pp) Q9NTK5"
"pp","GAG (pp) P19525","0.383","false","pp","GAG (pp) P19525"
"pp","GAG (pp) Q9Y6V7","0.412","false","pp","GAG (pp) Q9Y6V7"
"pp","GAG (pp) Q99873","0.397","false","pp","GAG (pp) Q99873"
"pp","GAG (pp) Q9HD40","0.507","false","pp","GAG (pp) Q9HD40"
"pp","GAG (pp) Q9Y6Y0","0.506","false","pp","GAG (pp) Q9Y6Y0"
"pp","GAG (pp) Q9Y2W1","0.563","false","pp","GAG (pp) Q9Y2W1"
"pp","GAG (pp) 19172951","0.517","false","pp","GAG (pp) 19172951"
"pp","GAG (pp) 28876542","0.816","false","pp","GAG (pp) 28876542"
"pp","GAG (pp) 19172948","0.729","false","pp","GAG (pp) 19172948"
"pp","IN (pp) P61981","0.376","false","pp","IN (pp) P61981"
"pp","IN (pp) P15924","0.375","false","pp","IN (pp) P15924"
"pp","IN (pp) O00469","0.377","false","pp","IN (pp) O00469"
"pp","IN (pp) P63104","0.377","false","pp","IN (pp) P63104"
"pp","IN (pp) Q8NEW0","0.379","false","pp","IN (pp) Q8NEW0"
"pp","IN (pp) Q8TEX9","0.378","false","pp","IN (pp) Q8TEX9"
"pp","IN (pp) P31946","0.381","false","pp","IN (pp) P31946"
"pp","IN (pp) Q14566","0.38","false","pp","IN (pp) Q14566"
"pp","IN (pp) P62258","0.382","false","pp","IN (pp) P62258"
"pp","IN (pp) O76071","0.382","false","pp","IN (pp) O76071"
"pp","IN (pp) P13667","0.383","false","pp","IN (pp) P13667"
"pp","IN (pp) O60518","0.382","false","pp","IN (pp) O60518"
"pp","IN (pp) Q9H583","0.385","false","pp","IN (pp) Q9H583"
"pp","IN (pp) Q9P2R7","0.384","false","pp","IN (pp) Q9P2R7"
"pp","IN (pp) O75475","0.398","false","pp","IN (pp) O75475"
"pp","IN (pp) Q9Y263","0.387","false","pp","IN (pp) Q9Y263"
"pp","IN (pp) Q2T9J0","0.405","false","pp","IN (pp) Q2T9J0"
"pp","IN (pp) Q9GZS3","0.4","false","pp","IN (pp) Q9GZS3"
"pp","IN (pp) P22314","0.409","false","pp","IN (pp) P22314"
"pp","IN (pp) Q7Z4H3","0.408","false","pp","IN (pp) Q7Z4H3"
"pp","IN (pp) Q9Y3D0","0.412","false","pp","IN (pp) Q9Y3D0"
"pp","IN (pp) O75155","0.411","false","pp","IN (pp) O75155"
"pp","IN (pp) Q9H3U1","0.426","false","pp","IN (pp) Q9H3U1"
"pp","IN (pp) Q02809","0.413","false","pp","IN (pp) Q02809"
"pp","IN (pp) 25121908","0.851","false","pp","IN (pp) 25121908"
"pp","IN (pp) P12532","0.436","false","pp","IN (pp) P12532"
"pp","VIF (pp) Q16659","0.386","false","pp","VIF (pp) Q16659"
"pp","VIF (pp) P11441","0.383","false","pp","VIF (pp) P11441"
"pp","VIF (pp) Q13227","0.389","false","pp","VIF (pp) Q13227"
"pp","VIF (pp) P25686","0.387","false","pp","VIF (pp) P25686"
"pp","VIF (pp) Q9ULX6","0.394","false","pp","VIF (pp) Q9ULX6"
"pp","VIF (pp) P46379","0.391","false","pp","VIF (pp) P46379"
"pp","VIF (pp) Q9BZK7","0.397","false","pp","VIF (pp) Q9BZK7"
"pp","VIF (pp) Q8TEB1","0.396","false","pp","VIF (pp) Q8TEB1"
"pp","VIF (pp) O15379","0.408","false","pp","VIF (pp) O15379"
"pp","VIF (pp) Q9Y5V3","0.404","false","pp","VIF (pp) Q9Y5V3"
"pp","VIF (pp) P61289","0.421","false","pp","VIF (pp) P61289"
"pp","VIF (pp) O75376","0.411","false","pp","VIF (pp) O75376"
"pp","VIF (pp) Q8IWV8","0.456","false","pp","VIF (pp) Q8IWV8"
"pp","VIF (pp) Q9UNE7","0.438","false","pp","VIF (pp) Q9UNE7"
"pp","VIF (pp) Q13501","0.64","false","pp","VIF (pp) Q13501"
"pp","VIF (pp) Q7Z6Z7","0.629","false","pp","VIF (pp) Q7Z6Z7"
"pp","VIF (pp) Q13617","0.836","false","pp","VIF (pp) Q13617"
"pp","VIF (pp) Q99615","0.694","false","pp","VIF (pp) Q99615"
"pp","VIF (pp) Q9C0C7","0.874","false","pp","VIF (pp) Q9C0C7"
"pp","VIF (pp) Q93034","0.872","false","pp","VIF (pp) Q93034"
"pp","VIF (pp) Q15370","0.944","false","pp","VIF (pp) Q15370"
"pp","VIF (pp) Q9UBF6","0.905","false","pp","VIF (pp) Q9UBF6"
"pp","VIF (pp) Q15369","0.964","false","pp","VIF (pp) Q15369"
"pp","VIF (pp) Q13951","0.945","false","pp","VIF (pp) Q13951"
"pp","PR (pp) O94916","0.38","false","pp","PR (pp) O94916"
"pp","PR (pp) Q32P44","0.376","false","pp","PR (pp) Q32P44"
"pp","PR (pp) Q02790","0.383","false","pp","PR (pp) Q02790"
"pp","PR (pp) O14976","0.38","false","pp","PR (pp) O14976"
"pp","PR (pp) P23526","0.385","false","pp","PR (pp) P23526"
"pp","PR (pp) Q8TD16","0.385","false","pp","PR (pp) Q8TD16"
"pp","PR (pp) Q07820","0.39","false","pp","PR (pp) Q07820"
"pp","PR (pp) Q8NFF5","0.39","false","pp","PR (pp) Q8NFF5"
"pp","PR (pp) Q99996","0.393","false","pp","PR (pp) Q99996"
"pp","PR (pp) Q99704","0.391","false","pp","PR (pp) Q99704"
"pp","PR (pp) P43246","0.397","false","pp","PR (pp) P43246"
"pp","PR (pp) Q9UKK3","0.393","false","pp","PR (pp) Q9UKK3"
"pp","PR (pp) Q8TB72","0.399","false","pp","PR (pp) Q8TB72"
"pp","PR (pp) Q9H1A4","0.398","false","pp","PR (pp) Q9H1A4"
"pp","PR (pp) Q86X55","0.4","false","pp","PR (pp) Q86X55"
"pp","PR (pp) Q86US8","0.4","false","pp","PR (pp) Q86US8"
"pp","PR (pp) P33991","0.401","false","pp","PR (pp) P33991"
"pp","PR (pp) P49591","0.4","false","pp","PR (pp) P49591"
"pp","PR (pp) Q8TCU4","0.407","false","pp","PR (pp) Q8TCU4"
"pp","PR (pp) Q9BZF3","0.406","false","pp","PR (pp) Q9BZF3"
"pp","PR (pp) P61758","0.418","false","pp","PR (pp) P61758"
"pp","PR (pp) Q12948","0.416","false","pp","PR (pp) Q12948"
"pp","PR (pp) P58107","0.429","false","pp","PR (pp) P58107"
"pp","PR (pp) Q9UHF7","0.426","false","pp","PR (pp) Q9UHF7"
"pp","PR (pp) Q9NZN5","0.444","false","pp","PR (pp) Q9NZN5"
"pp","PR (pp) Q9BU89","0.441","false","pp","PR (pp) Q9BU89"
"pp","PR (pp) Q7L2H7","0.62","false","pp","PR (pp) Q7L2H7"
"pp","PR (pp) Q9HBG6","0.452","false","pp","PR (pp) Q9HBG6"
"pp","PR (pp) Q9NR33","0.702","false","pp","PR (pp) Q9NR33"
"pp","PR (pp) O00303","0.677","false","pp","PR (pp) O00303"
"pp","PR (pp) P55884","0.713","false","pp","PR (pp) P55884"
"pp","PR (pp) Q9UMS0","0.708","false","pp","PR (pp) Q9UMS0"
"pp","PR (pp) O60610","0.746","false","pp","PR (pp) O60610"
"pp","PR (pp) Q8NFG4","0.738","false","pp","PR (pp) Q8NFG4"
"pp","PR (pp) Q8TF40","0.756","false","pp","PR (pp) Q8TF40"
"pp","PR (pp) P32121","0.753","false","pp","PR (pp) P32121"
"pp","PR (pp) Q9Y262","0.771","false","pp","PR (pp) Q9Y262"
"pp","PR (pp) O15372","0.769","false","pp","PR (pp) O15372"
"pp","PR (pp) O95714","0.777","false","pp","PR (pp) O95714"
"pp","PR (pp) Q8N163","0.777","false","pp","PR (pp) Q8N163"
"pp","PR (pp) Q9BTY7","0.781","false","pp","PR (pp) Q9BTY7"
"pp","PR (pp) Q12874","0.781","false","pp","PR (pp) Q12874"
"pp","PR (pp) Q14152","0.785","false","pp","PR (pp) Q14152"
"pp","PR (pp) Q99613","0.782","false","pp","PR (pp) Q99613"
"pp","PR (pp) P60228","0.808","false","pp","PR (pp) P60228"
"pp","PR (pp) O15371","0.801","false","pp","PR (pp) O15371"
"pp","PR (pp) Q9NRF9","0.826","false","pp","PR (pp) Q9NRF9"
"pp","PR (pp) Q07864","0.816","false","pp","PR (pp) Q07864"
"pp","PR (pp) Q92805","0.849","false","pp","PR (pp) Q92805"
"pp","PR (pp) Q9UBQ5","0.833","false","pp","PR (pp) Q9UBQ5"
"pp","PR (pp) O60232","0.863","false","pp","PR (pp) O60232"
"pp","PR (pp) 25121906","0.86","false","pp","PR (pp) 25121906"
"pp","PR (pp) Q9H4L5","0.885","false","pp","PR (pp) Q9H4L5"
"pp","PR (pp) Q9UGP4","0.871","false","pp","PR (pp) Q9UGP4"
"pp","RT (pp) O14745","0.388","false","pp","RT (pp) O14745"
"pp","RT (pp) Q69YN4","0.385","false","pp","RT (pp) Q69YN4"
"pp","RT (pp) 25121907","0.911","false","pp","RT (pp) 25121907"
"pp","RT (pp) P62993","0.818","false","pp","RT (pp) P62993"
"pp","POL (pp) P50213","0.387","false","pp","POL (pp) P50213"
"pp","POL (pp) P32121","0.381","false","pp","POL (pp) P32121"
"pp","POL (pp) Q9UJX6","0.4","false","pp","POL (pp) Q9UJX6"
"pp","POL (pp) Q9Y266","0.394","false","pp","POL (pp) Q9Y266"
"pp","POL (pp) P62714","0.402","false","pp","POL (pp) P62714"
"pp","POL (pp) Q14566","0.402","false","pp","POL (pp) Q14566"
"pp","POL (pp) P33991","0.409","false","pp","POL (pp) P33991"
"pp","POL (pp) P62993","0.409","false","pp","POL (pp) P62993"
"pp","POL (pp) P31350","0.412","false","pp","POL (pp) P31350"
"pp","POL (pp) O75475","0.412","false","pp","POL (pp) O75475"
"pp","POL (pp) O75821","0.415","false","pp","POL (pp) O75821"
"pp","POL (pp) P07858","0.413","false","pp","POL (pp) P07858"
"pp","POL (pp) Q08380","0.421","false","pp","POL (pp) Q08380"
"pp","POL (pp) Q9UGP4","0.418","false","pp","POL (pp) Q9UGP4"
"pp","POL (pp) P22830","0.424","false","pp","POL (pp) P22830"
"pp","POL (pp) P46063","0.423","false","pp","POL (pp) P46063"
"pp","POL (pp) Q2T9J0","0.461","false","pp","POL (pp) Q2T9J0"
"pp","POL (pp) Q13347","0.452","false","pp","POL (pp) Q13347"
"pp","POL (pp) Q15293","0.538","false","pp","POL (pp) Q15293"
"pp","POL (pp) Q8N163","0.513","false","pp","POL (pp) Q8N163"
"pp","POL (pp) P33993","0.581","false","pp","POL (pp) P33993"
"pp","POL (pp) Q9BRX2","0.574","false","pp","POL (pp) Q9BRX2"
"pp","POL (pp) Q9P2R7","0.742","false","pp","POL (pp) Q9P2R7"
"pp","POL (pp) Q15084","0.614","false","pp","POL (pp) Q15084"
"pp","POL (pp) P13667","0.762","false","pp","POL (pp) P13667"
"pp","POL (pp) Q9UMS0","0.754","false","pp","POL (pp) Q9UMS0"
"pp","POL (pp) P55884","0.779","false","pp","POL (pp) P55884"
"pp","POL (pp) Q9Y265","0.765","false","pp","POL (pp) Q9Y265"
"pp","POL (pp) O15372","0.834","false","pp","POL (pp) O15372"
"pp","POL (pp) P60228","0.819","false","pp","POL (pp) P60228"
"pp","POL (pp) Q5T4S7","0.836","false","pp","POL (pp) Q5T4S7"
"pp","POL (pp) Q9H4L5","0.835","false","pp","POL (pp) Q9H4L5"
"pp","POL (pp) 25121908","0.855","false","pp","POL (pp) 25121908"
"pp","POL (pp) Q9UBQ5","0.836","false","pp","POL (pp) Q9UBQ5"
"pp","POL (pp) Q14152","0.864","false","pp","POL (pp) Q14152"
"pp","POL (pp) Q9Y262","0.857","false","pp","POL (pp) Q9Y262"
"pp","POL (pp) O15371","0.875","false","pp","POL (pp) O15371"
"pp","POL (pp) Q99613","0.869","false","pp","POL (pp) Q99613"
"pp","POL (pp) O00303","0.882","false","pp","POL (pp) O00303"
"pp","POL (pp) 25121906","0.879","false","pp","POL (pp) 25121906"
"pp","POL (pp) 25121907","0.96","false","pp","POL (pp) 25121907"
"EBI-1064560","O60220 (EBI-1064560) Q9Y5L4",,"false","EBI-1064560","O60220 (EBI-1064560) Q9Y5L4"
"EBI-760303","Q8WXD5 (EBI-760303) Q9H840",,"false","EBI-760303","Q8WXD5 (EBI-760303) Q9H840"
"EBI-867043","Q9NRF9 (EBI-867043) Q9NR33",,"false","EBI-867043","Q9NRF9 (EBI-867043) Q9NR33"
"EBI-6174316","P04578 (EBI-6174316) P01892",,"false","EBI-6174316","P04578 (EBI-6174316) P01892"
"EBI-6176529","P04578 (EBI-6176529) Q9NYU2",,"false","EBI-6176529","P04578 (EBI-6176529) Q9NYU2"
"EBI-6177436","P04578 (EBI-6177436) P08134",,"false","EBI-6177436","P04578 (EBI-6177436) P08134"
"EBI-6176529","P04578 (EBI-6176529) Q96EE3",,"false","EBI-6176529","P04578 (EBI-6176529) Q96EE3"
"EBI-6176529","P04578 (EBI-6176529) Q9BXS5",,"false","EBI-6176529","P04578 (EBI-6176529) Q9BXS5"
"EBI-6174316","P04578 (EBI-6174316) P13073",,"false","EBI-6174316","P04578 (EBI-6174316) P13073"
"EBI-6176529","P04578 (EBI-6176529) P49257",,"false","EBI-6176529","P04578 (EBI-6176529) P49257"
"EBI-6176529","P04578 (EBI-6176529) P07384",,"false","EBI-6176529","P04578 (EBI-6176529) P07384"
"EBI-6176529","P04578 (EBI-6176529) Q13112",,"false","EBI-6176529","P04578 (EBI-6176529) Q13112"
"EBI-6176529","P04578 (EBI-6176529) P07339",,"false","EBI-6176529","P04578 (EBI-6176529) P07339"
"EBI-6175491","P04578 (EBI-6175491) P28072",,"false","EBI-6175491","P04578 (EBI-6175491) P28072"
"EBI-6174316","P04578 (EBI-6174316) P14314",,"false","EBI-6174316","P04578 (EBI-6174316) P14314"
"EBI-6175491","P04578 (EBI-6175491) P45880",,"false","EBI-6175491","P04578 (EBI-6175491) P45880"
"EBI-6176529","P04578 (EBI-6176529) P01130",,"false","EBI-6176529","P04578 (EBI-6176529) P01130"
"EBI-6177436","P04578 (EBI-6177436) Q92598",,"false","EBI-6177436","P04578 (EBI-6177436) Q92598"
"EBI-6177436","P04578 (EBI-6177436) Q07065",,"false","EBI-6177436","P04578 (EBI-6177436) Q07065"
"EBI-6174316","P04578 (EBI-6174316) O75955",,"false","EBI-6174316","P04578 (EBI-6174316) O75955"
"EBI-6177436","P04578 (EBI-6177436) P16615",,"false","EBI-6177436","P04578 (EBI-6177436) P16615"
"EBI-6176529","P04578 (EBI-6176529) Q13438",,"false","EBI-6176529","P04578 (EBI-6176529) Q13438"
"EBI-6176529","P04578 (EBI-6176529) P61619",,"false","EBI-6176529","P04578 (EBI-6176529) P61619"
"EBI-6177436","P04578 (EBI-6177436) P51571",,"false","EBI-6177436","P04578 (EBI-6177436) P51571"
"EBI-6177436","P04578 (EBI-6177436) Q99942",,"false","EBI-6177436","P04578 (EBI-6177436) Q99942"
"EBI-6177436","P04578 (EBI-6177436) Q9H3P7",,"false","EBI-6177436","P04578 (EBI-6177436) Q9H3P7"
"EBI-6177436","P04578 (EBI-6177436) P04843",,"false","EBI-6177436","P04578 (EBI-6177436) P04843"
"EBI-6176529","P04578 (EBI-6176529) Q9UBS4",,"false","EBI-6176529","P04578 (EBI-6176529) Q9UBS4"
"EBI-6177436","P04578 (EBI-6177436) O00264",,"false","EBI-6177436","P04578 (EBI-6177436) O00264"
"EBI-6174316","P04578 (EBI-6174316) Q14697",,"false","EBI-6174316","P04578 (EBI-6174316) Q14697"
"EBI-6177436","P04578 (EBI-6177436) P05107",,"false","EBI-6177436","P04578 (EBI-6177436) P05107"
"EBI-6176529","P04578 (EBI-6176529) P27797",,"false","EBI-6176529","P04578 (EBI-6176529) P27797"
"EBI-6177436","P04578 (EBI-6177436) Q9BUV8",,"false","EBI-6177436","P04578 (EBI-6177436) Q9BUV8"
"EBI-6174316","P04578 (EBI-6174316) P21796",,"false","EBI-6174316","P04578 (EBI-6174316) P21796"
"EBI-6174316","P04578 (EBI-6174316) P07237",,"false","EBI-6174316","P04578 (EBI-6174316) P07237"
"EBI-6177436","P04578 (EBI-6177436) P30101",,"false","EBI-6177436","P04578 (EBI-6177436) P30101"
"EBI-6177436","P04578 (EBI-6177436) P35232",,"false","EBI-6177436","P04578 (EBI-6177436) P35232"
"EBI-6174316","P04578 (EBI-6174316) P27824",,"false","EBI-6174316","P04578 (EBI-6174316) P27824"
"EBI-6174316","P04578 (EBI-6174316) P25786",,"false","EBI-6174316","P04578 (EBI-6174316) P25786"
"EBI-6174316","P04578 (EBI-6174316) P05067",,"false","EBI-6174316","P04578 (EBI-6174316) P05067"
"EBI-6176529","P04578 (EBI-6176529) P43630",,"false","EBI-6176529","P04578 (EBI-6176529) P43630"
"EBI-6174316","P04578 (EBI-6174316) Q14574",,"false","EBI-6174316","P04578 (EBI-6174316) Q14574"
"EBI-6177436","P04578 (EBI-6177436) Q15782",,"false","EBI-6177436","P04578 (EBI-6177436) Q15782"
"EBI-6177436","P04578 (EBI-6177436) P43629",,"false","EBI-6177436","P04578 (EBI-6177436) P43629"
"EBI-6177436","P04578 (EBI-6177436) Q96RQ1",,"false","EBI-6177436","P04578 (EBI-6177436) Q96RQ1"
"EBI-6175491","P04578 (EBI-6175491) Q9BYC5",,"false","EBI-6175491","P04578 (EBI-6175491) Q9BYC5"
"EBI-6174316","P04578 (EBI-6174316) P30685",,"false","EBI-6174316","P04578 (EBI-6174316) P30685"
"EBI-6176529","P04578 (EBI-6176529) P01850",,"false","EBI-6176529","P04578 (EBI-6176529) P01850"
"EBI-6176529","P04578 (EBI-6176529) P01733",,"false","EBI-6176529","P04578 (EBI-6176529) P01733"
"EBI-6176529","P04578 (EBI-6176529) Q9NWW5",,"false","EBI-6176529","P04578 (EBI-6176529) Q9NWW5"
"EBI-6177436","P04578 (EBI-6177436) Q9NVV0",,"false","EBI-6177436","P04578 (EBI-6177436) Q9NVV0"
"EBI-6176529","P04578 (EBI-6176529) Q15392",,"false","EBI-6176529","P04578 (EBI-6176529) Q15392"
"EBI-6176529","P04578 (EBI-6176529) Q96IV0",,"false","EBI-6176529","P04578 (EBI-6176529) Q96IV0"
"EBI-6176529","P04578 (EBI-6176529) Q6DD88",,"false","EBI-6176529","P04578 (EBI-6176529) Q6DD88"
"EBI-6175491","P04578 (EBI-6175491) Q15165",,"false","EBI-6175491","P04578 (EBI-6175491) Q15165"
"EBI-6174316","P04578 (EBI-6174316) P04439",,"false","EBI-6174316","P04578 (EBI-6174316) P04439"
"EBI-6174316","P04578 (EBI-6174316) P30508",,"false","EBI-6174316","P04578 (EBI-6174316) P30508"
"EBI-6177436","P04578 (EBI-6177436) Q9Y282",,"false","EBI-6177436","P04578 (EBI-6177436) Q9Y282"
"EBI-6176529","P04578 (EBI-6176529) O14967",,"false","EBI-6176529","P04578 (EBI-6176529) O14967"
"EBI-6177436","P04578 (EBI-6177436) Q99470",,"false","EBI-6177436","P04578 (EBI-6177436) Q99470"
"EBI-6177436","P04578 (EBI-6177436) Q14696",,"false","EBI-6177436","P04578 (EBI-6177436) Q14696"
"EBI-6177436","P04578 (EBI-6177436) Q9Y287",,"false","EBI-6177436","P04578 (EBI-6177436) Q9Y287"
"EBI-6177436","P04578 (EBI-6177436) Q96DZ1",,"false","EBI-6177436","P04578 (EBI-6177436) Q96DZ1"
"EBI-6177436","P04578 (EBI-6177436) Q12907",,"false","EBI-6177436","P04578 (EBI-6177436) Q12907"
"EBI-6177436","P04578 (EBI-6177436) Q93084",,"false","EBI-6177436","P04578 (EBI-6177436) Q93084"
"EBI-6174316","P04578 (EBI-6174316) Q9HCN8",,"false","EBI-6174316","P04578 (EBI-6174316) Q9HCN8"
"EBI-6177436","P04578 (EBI-6177436) Q8TCT9",,"false","EBI-6177436","P04578 (EBI-6177436) Q8TCT9"
"EBI-6174316","P04578 (EBI-6174316) O94901",,"false","EBI-6174316","P04578 (EBI-6174316) O94901"
"EBI-6175491","P04578 (EBI-6175491) Q9UBV2",,"false","EBI-6175491","P04578 (EBI-6175491) Q9UBV2"
"EBI-6177436","P04578 (EBI-6177436) P20701",,"false","EBI-6177436","P04578 (EBI-6177436) P20701"
"EBI-524382","Q8NFQ8 (EBI-524382) O14656",,"false","EBI-524382","Q8NFQ8 (EBI-524382) O14656"
"EBI-6116026","P19525 (EBI-6116026) Q6P2E9",,"false","EBI-6116026","P19525 (EBI-6116026) Q6P2E9"
"EBI-1064916","Q9Y5J9 (EBI-1064916) Q9Y5L4",,"false","EBI-1064916","Q9Y5J9 (EBI-1064916) Q9Y5L4"
"EBI-781580","Q969X5 (EBI-781580) Q9Y282",,"false","EBI-781580","Q969X5 (EBI-781580) Q9Y282"
"EBI-3938534","P55084 (EBI-3938534) Q9Y5J9",,"false","EBI-3938534","P55084 (EBI-3938534) Q9Y5J9"
"EBI-867125","Q07864 (EBI-867125) Q9NR33",,"false","EBI-867125","Q07864 (EBI-867125) Q9NR33"
"EBI-867125","Q07864 (EBI-867125) Q9NRF9",,"false","EBI-867125","Q07864 (EBI-867125) Q9NRF9"
"EBI-2606788","P24539 (EBI-2606788) O75947",,"false","EBI-2606788","P24539 (EBI-2606788) O75947"
"EBI-2606788","P24539 (EBI-2606788) P18859",,"false","EBI-2606788","P24539 (EBI-2606788) P18859"
"EBI-2606788","P24539 (EBI-2606788) P30049",,"false","EBI-2606788","P24539 (EBI-2606788) P30049"
"EBI-2606788","P24539 (EBI-2606788) P06576",,"false","EBI-2606788","P24539 (EBI-2606788) P06576"
"EBI-8796749","P31946 (EBI-8796749) P26196",,"false","EBI-8796749","P31946 (EBI-8796749) P26196"
"EBI-8796749","P31946 (EBI-8796749) Q5SW79",,"false","EBI-8796749","P31946 (EBI-8796749) Q5SW79"
"EBI-8796749","P31946 (EBI-8796749) P61981",,"false","EBI-8796749","P31946 (EBI-8796749) P61981"
"EBI-8796749","P31946 (EBI-8796749) P63104",,"false","EBI-8796749","P31946 (EBI-8796749) P63104"
"EBI-8837536","Q15370 (EBI-8837536) Q15369",,"false","EBI-8837536","Q15370 (EBI-8837536) Q15369"
"EBI-2108031","O14893 (EBI-2108031) Q16637",,"false","EBI-2108031","O14893 (EBI-2108031) Q16637"
"EBI-2001352","Q13616 (EBI-2001352) Q15843",,"false","EBI-2001352","Q13616 (EBI-2001352) Q15843"
"EBI-1060630","Q14978 (EBI-1060630) P32121",,"false","EBI-1060630","Q14978 (EBI-1060630) P32121"
"EBI-1070809","Q14978 (EBI-1070809) P61981",,"false","EBI-1070809","Q14978 (EBI-1070809) P61981"
"EBI-1072159","Q14978 (EBI-1072159) P63104",,"false","EBI-1072159","Q14978 (EBI-1072159) P63104"
"EBI-1642567","P32121 (EBI-1642567) P07384",,"false","EBI-1642567","P32121 (EBI-1642567) P07384"
"EBI-1642567","P32121 (EBI-1642567) P31040",,"false","EBI-1642567","P32121 (EBI-1642567) P31040"
"EBI-1642843","P32121 (EBI-1642843) Q9NZN5",,"false","EBI-1642843","P32121 (EBI-1642843) Q9NZN5"
"EBI-1642843","P32121 (EBI-1642843) P17066",,"false","EBI-1642843","P32121 (EBI-1642843) P17066"
"EBI-1642843","P32121 (EBI-1642843) O14974",,"false","EBI-1642843","P32121 (EBI-1642843) O14974"
"EBI-1642567","P32121 (EBI-1642567) Q9UQ35",,"false","EBI-1642567","P32121 (EBI-1642567) Q9UQ35"
"EBI-1642843","P32121 (EBI-1642843) Q93034",,"false","EBI-1642843","P32121 (EBI-1642843) Q93034"
"EBI-1642567","P32121 (EBI-1642567) P07237",,"false","EBI-1642567","P32121 (EBI-1642567) P07237"
"EBI-1642567","P32121 (EBI-1642567) Q14204",,"false","EBI-1642567","P32121 (EBI-1642567) Q14204"
"EBI-1642567","P32121 (EBI-1642567) Q9UN86",,"false","EBI-1642567","P32121 (EBI-1642567) Q9UN86"
"EBI-1642567","P32121 (EBI-1642567) Q9Y2W1",,"false","EBI-1642567","P32121 (EBI-1642567) Q9Y2W1"
"EBI-1642843","P32121 (EBI-1642843) P55072",,"false","EBI-1642843","P32121 (EBI-1642843) P55072"
"EBI-1642567","P32121 (EBI-1642567) Q99873",,"false","EBI-1642567","P32121 (EBI-1642567) Q99873"
"EBI-1642567","P32121 (EBI-1642567) P62258",,"false","EBI-1642567","P32121 (EBI-1642567) P62258"
"EBI-1642567","P32121 (EBI-1642567) P31946",,"false","EBI-1642567","P32121 (EBI-1642567) P31946"
"EBI-1642843","P32121 (EBI-1642843) P61981",,"false","EBI-1642843","P32121 (EBI-1642843) P61981"
"EBI-3933504","P49792 (EBI-3933504) Q13616",,"false","EBI-3933504","P49792 (EBI-3933504) Q13616"
"EBI-515243","P33991 (EBI-515243) Q14566",,"false","EBI-515243","P33991 (EBI-515243) Q14566"
"EBI-515243","P33991 (EBI-515243) P33993",,"false","EBI-515243","P33991 (EBI-515243) P33993"
"EBI-3444672","P14625 (EBI-3444672) Q16659",,"false","EBI-3444672","P14625 (EBI-3444672) Q16659"
"EBI-2001322","Q93034 (EBI-2001322) Q15843",,"false","EBI-2001322","Q93034 (EBI-2001322) Q15843"
"EBI-1074393","Q15843 (EBI-1074393) Q9Y5V3",,"false","EBI-1074393","Q15843 (EBI-1074393) Q9Y5V3"
"EBI-2432907","P05067 (EBI-2432907) P27797",,"false","EBI-2432907","P05067 (EBI-2432907) P27797"
"EBI-960581","P05067 (EBI-960581) P63104",,"false","EBI-960581","P05067 (EBI-960581) P63104"
"EBI-1077349","P07237 (EBI-1077349) Q13617",,"false","EBI-1077349","P07237 (EBI-1077349) Q13617"
"EBI-1641785","P42771 (EBI-1641785) Q14566",,"false","EBI-1641785","P42771 (EBI-1641785) Q14566"
"EBI-1072086","P60228 (EBI-1072086) Q14152",,"false","EBI-1072086","P60228 (EBI-1072086) Q14152"
"EBI-1075760","P60228 (EBI-1075760) Q9Y5V3",,"false","EBI-1075760","P60228 (EBI-1075760) Q9Y5V3"
"EBI-1084294","P42704 (EBI-1084294) Q9Y5V3",,"false","EBI-1084294","P42704 (EBI-1084294) Q9Y5V3"
"EBI-3453325","Q96PU5 (EBI-3453325) P61981",,"false","EBI-3453325","Q96PU5 (EBI-3453325) P61981"
